Titel,Ondertitel,Description1,Description2,Genre,ID,Planning ID
Dag van de filosofie,,,,\N,12660,10709653249-1492779827
Hilok fuif,,"★★★ We’re back ★★★
\
Jullie hebben er lang op mogen wachten, maar eindelijk is hij er weer. De openingsfuif der openingsfuiven, de crème de la crème, De HILOK OPENINGSFUIF.
\
Op 4 oktober sluiten we de zomer af en starten het schooljaar met een knaller van een fuif zoals alleen het HILOK deze kan geven. Enkel de beste muziek, een zaal om van te verschieten, drank aan betaalbare prijs en sfeer zoals je nog nooit gezien hebt.
\
Om 22:00 openen wij onze deuren voor het publiek zodat jullie al vroeg met de beentjes kunnen dansen. Tot 00:00 zijn er pinten aan slechts €1, erna is het 3 pinten voor €5. Cocktails zijn er voor €5. Jammer genoeg kan het feest niet eeuwig duren dus om 5:00 zijn we genoodzaakt de deuren te sluiten.
\
MAAR treur niet want erna is er nog een afterparty in de TWITCH met een GRATIS vat en koffiekoeken.
\
 
\
Line-Up
\
FREESTYLE (Porter house, Twitch,…) 
\
5NAPBACK (tomorrowland, MNM, Laundryday,…)
\
LOUIS XIV ((Tomorrowland, Summerfestival, MNM)
\
FOCVS B2B ATRON (Twitch, Vooruit, Hoogtestage) ","wo 04.10 - 22:00 Concertzaal
\
tickets: €7 (vvk lid) / €8 (vvk niet-lid) / €9 (add)
\
Aan alle HILOK studenten:
\
Tickets zijn te koop bij jullie boekenpakket vergeet deze dus zeker niet aan te vinken.
\
Aan de niet HILOK studenten
\
Tickets zijn te verkrijgen bij het Praesidium en in de Twitch.","Party,#Nightlife,Feest",12662,6780434433-1483012682
OPENVRT,,\N,,\N,12664,7191371009-1505810274
Zimmerman,\N,"Intieme  versies van songs uit The Afterglow en Chances Changes Choices
\
“Dit is iets wat ik al wilde doen sinds ik de eerste song van mijn plaat schreef"", zegt Simon Casier over dit unieke optreden van zijn band Zimmerman in de Minardschouwburg. Wat mag je verwachten? Intiemere versies van songs uit The Afterglow en Chances Changes Choices, alsook nieuw werk. Hij breidt zijn band uit met een strijkkwintet en twee blazers.
\
Laat je alvast overweldigen door de line-up: Simon Casier - stem, akoestische gitaar; Senne Guns - vleugelpiano; Laurens Billiet - drums, vibraphonette; Noémie Wolfs - stem; Jasper Hautekiet - contrabas; Peter Delannoye - trombone, euphonium; Tom Verschoore - (bas-)trombone, euphonium; Patricia Vanneste - viool; Robin Van Heghe - viool; Beatrijs De Klerck - viool; Esther Coorevits - altviool; Harm Garreyn - cello","zo 21.01 - 20:00 Minard (doors)
\
concert / #tegast
\
€18 / 16,75 (vvk, inclusief reservatiekosten)","Concert,Pop,Rock",12666,20180121 Zimmerman
,,\N,,\N,12668,5781861377-1481894759
Festival van de Gelijkheid,Nuff Said,"Nuff Said, een wereld in beweging
\
Al 10 jaar lang podium vol stad, tussen mainstream en underground, vol jong talent en internationale namen. Comedy, literatuur, muziek en spoken word worden vakkundig ingekapseld door de jungle hazers van BRZZVLL. Wentel je in deze heerlijke bak talent!
\
Elke maand trekt ‘Nuff Said een vers blik talent open in ccBe, maar op donderdag 14 december slaan ze voor het eerst hun vleugels uit op het Festival van de Gelijkheid. Met chef d'orchestre Maud Vanhauwaert en een line-up om u tegen te zeggen!
\

\
    Azhar Usman (VS) is een Indisch-Amerikaanse stand-upper uit Chicago. CNN betitelde hem als de grappigste Amerikaanse moslim en volgens Georgetown University is hij een van de 500 meest invloedrijke moslims in de wereld. ""Azhar Usman is untouchable"" – Dave Chappelle
\
    Juicy is een badass duo dat je meeneemt naar de gouden jaren van de hiphop, de jaren 2000, de nineties en way way back. De dames van Juicy steken bekende r&b-oldies in een eigenzinnig nieuw jasje. Al je ouwe jams, maar dan met een hoek af.
\
    Miss Elli is geboren in Madrid, maar groeide op in België. Haar moeder is Portugese, haar vader komt uit de Dominicaanse Republiek. Ze is de drijvende kracht achter Mama’s Open Mic en Radio Mama, twee projecten rond spoken word en slam poetry. In haar eigen werk zijn maatschappijkritiek, haar roots en haar passie voor geschiedenis terugkerende thema’s.
\
    Jeroen Leenders ruilde in 2007 zijn taxi voor het podium en keek sindsdien nog niet terug. Jeroen is een van de weinige comedians in Vlaanderen die pure stand-up comedy brengt. De moppen, oneliners en pointes vliegen je daarbij om de oren. Een brave rode draad die de voorstelling inleidt en afsluit moet je niet verwachten. Hetzelfde geldt voor excuses.
\","do 14.12 - 20:00 Concertzaal
\
concert / comedy 
\
€10 / 3
\
#tegast","Concert,Pop",12670,5779637249-1481894755
LUCA School of Arts,LUX,"Van 23 tot 28 oktober - en onder de noemer LUX - kijkt LUCA School of Arts terug naar de beste realisaties van het afgelopen jaar en blikt ze vooruit naar intrigerende projecten in het nieuwe academiejaar. In NEST toont LUCA de beste afstudeerwerken van een nieuwe generatie kunstenaars en ontwerpers, maar ook vernieuwende onderwijsprojecten en baanbrekende onderzoeksideeën.
\

\
Op 28 oktober vindt de academische opening plaats. Op het programma staan onder meer artists talks en lezingen van veelbelovende jonge onderzoekers in de kunsten, een design- en kunsttentoonstelling, screenings en performances, concerten, book launches en een awards night. Keynote speech is van de hand van vice-decaan Maarten Vanvolsem - thema: 'Protagonists of the next society’. We huldigen ook de alumnus van het jaar en reiken een eremaster en LUCA Awards uit.
\
De academische zitting wordt afgesloten met de artistieke interventie SichtLaut: dans, beeld en muziek versmolten tot één performance. Klank krijgt een lichaam. Beweging maakt sporen. Vorm wordt geluid. Fundamenteel spreken alle performers dezelfde diep menselijke creatieve taal.
\
Aansluitend kan je naar de finissage van de LUCA Showcase in NEST.","za 28.10 - 15:00 Theaterzaal
\
gratis, mits online reservatie","Lezing,Performance,#ThinkVooruit",12672,6246565377-1496050930
Arteveldehogeschool Alumni Event,,"Al even geleden dat je afstudeerde aan de Arteveldehogeschool? Of nog maar pas het felbegeerde papiertje in handen? Alle redenen zijn goed om bij te praten met je vroegere medestudenten en docenten.
\
Liever dansen? Onze DJ Lisa Jordens (zelf oud-student) zorgt voor de ideale sfeer in de balzaal van de Vooruit.
\
Vorig jaar was de eerste editie een succes, dus schrijf je snel in want vol = vol. (Partners zijn uiteraard ook welkom)
\
Voor de prijs van € 10 krijg je een welkomstdrankje en een spetterend feest op een wijze locatie in de stad, Kunstencentrum Vooruit.","vr 17.11 - 20:30 Balzaal
\
tickets: €10
\
Online inschrijven","Party,#Nightlife,Feest",12674,6591212033-1491817177
"LUCA Art, Space & Context",Masterseminarie Rachida Lamrabet,"De Belgische schrijfster Rachida Lamrabet wordt uitgenodigd voor een gesprek naar aanleiding van haar recente uitgave ‘Zwijg allochtoon’, een essay over identiteit, racisme en het vrouwenlichaam als inzet van de strijd om de vrijheid.
\
De onderzoeksgroep Art, space & context van Sint Lucas Beeldende kunst Gent, Luca school of arts, nodigt de schrijfster uit in het kader van een masterseminarie rond stedelijkheid en fictionalisering, in relatie tot de Rabotwijk, ‘Thwarted urban fables’. Op tafel liggen kwesties als fictie en maatschappelijke context, artistieke vrijheid en diversiteit binnen de artistieke sector.","di 24.10 - 19:00 Foyer Theaterzaal
\
gratis, mits reservatie","Debat / Gesprek,Talk,#ThinkVooruit",12676,10993135617-1506334906
Mestizo Arts Festival - W I P C O O P,W I P C O O P,"Gents artistiek geweld in progress
\
MAF nodigt je uit om je op de tribune van nieuwe stedelijkheid te nestelen. Ontdek wat nieuw, vaak anders en verrassend is en wees mee met nieuwe artistieke trends in onze steden.
\
Work In Progress is sinds 2008 de draaischijf bij uitstek van het Mestizo Arts Festival. Nieuw artistiek geweld presenteert een voorstelling-in-de-maak (maximum 30 minuten) en gaat aansluitend een uur in dialoog met een 10-tal professionelen uit de sector: kunstcritici, ervaren makers, dramaturgen, programmatoren. Op die momenten kan jij zelf deelnemen aan miniconferenties over inspirerende artistieke initiatieven in de stad. Vaak volgt voor de artiesten een samenwerking of coproductie voor de verdere uitwerking van de voorstelling.
\
Work In Progress Cooperation is een kruisbestuiving tussen organisaties om voelsprieten te finetunen, nieuwe stedelijke kunstenaars op te snuiven en te helpen doorstromen. Op initiatief van Mestizo Arts Platform en met het coöperatieve gedachtegoed in het achterhoofd is deze formule ontkiemd tot een interstedelijke coproductie in Antwerpen, Brussel en Gent. W I P C O O P laat zich dan ook omschrijven als een collectief onderzoek naar het artistieke potentieel van de nieuwe stedelijkheid.
\
W I P C O O P is rechttoe rechtaan: artiesten uit verschillende disciplines houden ergens op de wonderbaarlijke route van hun creatieproces halt om te tonen waar ze staan. Critici uit alle hoeken van het land tekenen present voor constructieve feedback. Mokhallad Rasem, Enkidu Khaled, Sachli Gholamalizad, Junior Mthombeni, Fikry el Azzouzi, NoMoBS, Osei Bantu, Carmien Michels, Aminata Demba, Aicha Cissé, Pitcho Womba Konga, enz.. passeerden de voorbije 10 jaar de revue - en met succes.
\
met Work In Progress van: Kapow!, Roland Gunst, Ademilola Oduwole, Tim Stevens & Luanda Casella - met miniconferenties van: De Koer, Minus One & Youth@Change","do 30.11 - 10:00 t/m 17:30 De Expeditie
\
performance / talk / debat
\
gratis, maar inschrijven via tine@mestizoartsplatform.be
\
#MAF17","Debat / Gesprek,Performance,Talk",12678,4917911809-1507022119
Mestizo Arts Festival,Rona Kennedy - Migrating Dialogues#1,\N,,\N,12680,3915661569-1507622608
Samen  Lezen,,\N,,\N,12682,5160773377-1498031496
Svalbard Company,All Genius All Idiot,"Op de grens tussen circus, dans en gender
\
‘All Genius All Idiot’ is een opzwepende, bevreemdende, absurde, animale, muzikale trip naar de krochten van het mensdom. Een performance die de grenzen van circus, dans én gender uitveegt. En een voorstelling over identiteit en het menselijk gedrag, over genieën en idioten. Kortom: de perfecte opener van SMELLS LIKE CIRCUS!
\

\
Svalbard Company is een gezelschap met vier acrobaten uit Spanje, Engeland, Zweden en Duitsland. Hun voorstelling bevat naast bekende circustechnieken zoals Chinese mast, touw, handstand en partneracrobatie ook dans en live muziek. “A hedonistic celebration of the Bacchanalian spirit”, schreef het toonaangevende TotalTheatre. 
\
Deze performance bevat naaktheid en is enkel geschikt voor wie ouder dan 15 jaar is. (De acteurs van Svalbard Company geloven dan weer dat de voorstelling probleemloos kan worden bijgewoond door jongere toeschouwers.) Tijdens de uitvoering wordt een klein pyrotechnisch apparaat gebruikt en belandt er ijs en water op het podium. De performance bevat potentieel ongepaste Engelse muziekteksten. 
\","di 16.01 - 20:00 Theaterzaal
\
dans / circus / muziek 
\
€16 / 14 / 12 / 8 
\
15+
\
ihkv Smells Like Circus-festival 
\
ism Circuscentrum ","Circus,Dans,Première",12684,11837511169-1490973555
Samen Lezen,,\N,,\N,12686,5208501761-1498031517
Tot in de Stad #1,Piloot.co,"PILOOT.co is een artistiek platform dat de ontwikkeling van de nieuwe wijk Tondelier in het Rabot in Gent met artistieke interventies begeleidt. Het Rabot is gekend als een “aankomstwijk” met een grote diversiteit en doorstroom van bewoners. In het hart van deze immigrantenbuurt ligt een voormalige industriële site, waar in 10 jaar tijd een nieuwe wijk tot ontwikkeling komt. Piloot.co reflecteert op deze complexe situatie, en reageert met artistieke interventies en een publiek programma.
\
Tot op heden resulteerde dit bijvoorbeeld in de onthulling van een straatnaambord (het verbindende plein tussen Rabot en Tondelier werd vernoemd van naar de in 2015 overleden pastoor van het Rabot, Koen Blieck, als eerbetoon aan deze ‘pionier intercultureel samenleven’); een sessie met een feng-shui specialiste die advies uitbracht over het bouwproject; of een buurttombola met als inzet een helikoptervlucht boven de site. Op de bouwplaats staan enkele tekstwerken die Tondelier en de monumentale gasmeters ten tonele voeren als personages in een gesprek, dat in het Nederlands, Turks of Engels gevoerd wordt. Er is een parfum voor het Rabot in ontwikkeling en ook een jaarlijks terugkerende stoet door de buurt.
\
De rondgang op vrijdag 19 oktober is onderdeel van het programma TOT IN DE STAD, een samenwerking tussen Vooruit (Stadsatelier), LUCA (Onderzoeksgroep Art, Space & Context), KASK (Atelier Autonome Vormgeving), De Koer en PILOOT.co. Gedurende vijf avonden in het seizoen 2017-2018 worden op locatie kunstprojecten gepresenteerd die vorm krijgen in de stad, in het publieke domein van Gent.","do 19.10 - 19:00 Op locatie
\
talk / atelier / #thinkVooruit 
\
gratis
\
We verzamelen aan het Eagle Café, Schaliestraat 2,  voor een rondgang langs interventies op Tondelier  / aansluitend een nagesprek in Barabot, Vlotstraat 22, 9000 Gent","Debat / Gesprek,Rondleiding,#Stadsatelier,#ThinkVooruit",12688,2859027201-1503662764
Stroom Afterparty,DJ sets by Felix Kubin / Hiele / Nosedrip,"Koop hier je tickets voor Felix Kubin & Hiele in de Theaterzaal
\
Felix Kubin stelt eerder op de avond zijn nieuwe project 'Takt Der Arbeit' voor, een live soundtrack bij een resem fascinerende propagandafilms. Ook kersvers muziekresident Roman Hiele presenteert zijn nieuwste project.
\
Afterparty is deze keer bij onze vrienden van NEST. Felix Kubin zelf, Hiele en dj Nosedrip trekken voor de gelegenheid een vers blik teutoons dansgeweld open: Berlijn ligt voor één avondje in Gent.
\
Felix Kubin
\
Felix Kubin is sinds begin jaren 80 non-stop actief als muzikant en componist. Zijn neo-dadaïstische synthpop is doordrongen van Weimar-cabaret, avant-garde space-age pop en absurde humor.
\
 
\
++++
\
Hiele
\
Nieuwbakken muziekresident Roman Hiele stelt eerst zijn nieuwe project voor. In NEST draait hij plaatjes.
\
++++
\
Nosedrip
\
Ziggy Devriendts alter ego heeft eigenlijk geen verdere uitleg meer nodig. Nosedrip is een van de sterkhouders van Stroom.tv en stichter van het Stroom-label (Jan Zonder Vrees! Alain Neffe!). Daarnaast is hij ook radiomaker en drijvende kracht achter Full Moon Healing. Als dj is hij volstrekt onbezorgd over flauwekul als genres, scenes en opgelegde beperkingen. Goede smaak en een open mind primeren bij Nosedrip: meteen ook de hoofdreden waarom we hem in Vooruit zo graag zien.","do 19.10 - 23:00 NEST
\
gratis","Dj,Elektronica,Party,#Nightlife,Feest",12690,11908514817-1497275333
Slotparty,Vooruit & Film Fest Gent,"Vooruit & Film Fest Gent afsluiten zonder feest? Say whut.
\
Zaterdag 21.10 kan je eerst naar de documentaire over Grace Jones kijken, nadien sluiten we af met een slotfeest van jewelste. Helemaal gratis in het Vooruit Café met Ben Van Alboom & Nadiem Shah aan de draaitafel.
\
Ben Van Alboom is tegenwoordig chef cultuur van De Morgen, maar ooit - in lang vervlogen tijden - hield hij mee de legendarische Gentse soirée Avenue L boven de doopvont. Hij heeft ook ooit in Café Capital gedraaid, alwaar men hem na drie kwartier kwam vragen of de volgende deejay het mocht overnemen. Dat gezegd zijnde, over zijn sets op de trouwfeesten van Sara, Robbe, Dominique en Anja wordt vandaag nóg gepraat.
\
Wordt Ben's set vroegtijdig afgebroken wegens een teveel aan Madonna hits? Dat wordt bang afwachten. Wat we wel zeker weten is dat als Nadiem Shah het overneemt het feest netjes doorgaat. Shah heeft een verleden als samensteller bij Studio Brussel (De Maxx! Sound of Sam!) en is tegenwoordig A&R-manager bij Gentse platenfirma N.E.W.S. Records. Zijn DJ-set beloofd extreem dansbaar en very Italiano te zijn.
\
 ","za 21.10 - 22:00 Vooruit Café
\
gratis","Party,#Nightlife,Feest",12692,7501938689-1483014054
Samen Lezen,,\N,,\N,12694,5254242049-1498031561
Samen Lezen,,\N,,\N,12696,5280441345-1498031580
30 jaar Verkeerd Geparkeerd,,"Verkeerd Geparkeerd wordt 30 jaar en dat vieren we met de start van ons nieuw fuifconcept! We gaan er een fantastisch
\
verjaardagsfeestje van maken met geweldige DJ’s, gratis gadgets, en vooral veel goede muziek. Bovendien trakteert Verkeerd Geparkeerd al haar gasten: voor middernacht is 1 drankje = 2e drankje gratis.
\
DJ’s:
\
MAARTEN VANCOILLIE: Maarten is vooral bekend als radiopresentator bij QMusic. Daarnaast staat hij af en toe achter de draaitafels. Zo maakte hij er deze zomer een geweldig feestje van aan het Q-beach house in Oostende.
\
HOSDEZ: Hosdez was jarenlang een graag geziene gast op de SPUNK fuiven. Daarnaast is hij resident-DJ in de Viking en speelde hij al livesets op Studio Brussel en Topradio. Een ideale DJ dus om onze DJ-booth op te warmen.
\
NATE DAVIDSON: Heeft Nate Davidson nog een introductie nodig? Jarenlang verzorgde Nate de muziek op de stomende nachten in Abacho. Bovendien is hij sinds enkele jaren de organisator van Skandal. Niemand die dus beter weet hoe je een feestje tot diep in de nacht kunt laten doorgaan!
\
Ben je nieuw? Geen zin om alleen naar een Lush te komen? Dan is het intromoment zeker iets voor jou! Een uurtje voor Lush begint, gaan we samen met de andere nieuwe mensen en de onthaalmedewerkers iets drinken zodat je al op je gemak wat mensen kan leren kennen. Daarna gaan we met zijn allen naar Lush. We spreken af om 22u aan de hoofdingang van shoppingcenter Gent Zuid.","vr 16.03 - 23:00 Balzaal
\
tickets: €7 (vvk) / €10 (add) 
\
Online presale
\
Happy hour voor middernacht!
\
Parking: Zuid open 24h/24h","Party,#Nightlife,Feest",12698,10236134145-1484750127
Samen Lezen,,\N,,\N,12700,5300125185-1498031595
Fleddy Melculy,,"Begin 2016 was het nummer 'T-shirt van Metallica' nog een uit de hand gelopen grap. Intussen is Fleddy Melculy een gevestigde waarde in het Vlaamse en Nederlandse muzieklandschap (de afgelopen twee zomers stonden ze op Pukkelpop, TW Classic, Lokerse Feesten, ...) en waagt het metalcombo uit Halle zelfs zijn kans in Zuid-Afrika.
\

\
Fleddy Melculy bracht al EP Wat De Fok? en album Helgië uit, met kleppers zoals 'Feestje In Uw Huisje' en 'Geen Vlees Wel Vis'. Op 16 februari komt tweede album De Kerk Van Melculy uit bij Sony. Eerste single daaruit is alvast 'Varken'.","do 29.03 - 19:30 Balzaal
\
tickets: €18 / 16,75 (vvk, incl. reservatiekost)","Concert,Metal",12702,14976286977-1481572102
Samen Lezen,,\N,,\N,12704,5347051009-1498031634
Samen Lezen,,\N,,\N,12706,12825229057-1497451201
Samen Lezen,,"Lees of luister naar een kortverhaal of een gedicht
\
Praat erover in groep
\
Beleef het gezelschap en ontdek mooie woorden
\
Zin om een sterk verhaal te lezen en een mooi gedicht te horen?
\
Om samen met anderen te praten over de tekst?
\
Kom dan lezen!
\
Met SamenLezen willen we leesplezier aanwakkeren.
\
Omdat mooie verhalen deugd doen.
\
Omdat gedachten en gevoelens van personages je aan je eigen leven doen denken.
\
Omdat gedichten emoties zo goed onder woorden brengen.
\
En omdat samen lezen en erover praten je bij andere mensen brengt.
\
Helemaal gratis, met koffie of thee en wat lekkers erbij. Iedereen welkom! "," ma 24.09 / 08.10 / 22.10 / 5.11 / 19.11 / 03.12 / 17.12 / 14.01 / 28.01 / 11.02 / 25. 02 / 11.03 / 25.03 / 06.05 / 20.05 / 03.06 / 01.07
\
Gele Kamer
\
gratis",\N,12708,5440478209-1498031707
Samen  Lezen,,\N,,\N,12710,5457457153-1498031722
Tot in de Stad #2,"LUCA Art, Space & Context","Stad en scenografie
\
Art, space & context is een onderzoeksgroep op de campus Sint-Lucas Beeldende kunst Gent, Luca school of arts. De onderzoeksgroep gaat in op een brede reeks vragen over kunst en de wereld waarin ze bestaat, en dit op basis van 20ste- en 21ste-eeuwse artistieke en kunstkritische praktijken en concepten zoals participatie, het monument, autonomie, het publieke, situationele esthetiek, samenwerking, het podium, de gemeenschap, cureren, auteurschap, ruimtelijkheid en herinnering.
\
 
\
Roel Kerkhofs, Tina Ameel & Eva Moulaert - Musee Museum
\
Het project Musee Museum onderzocht de mogelijkheid van een denkbeeldig museum in een populaire wijk van Brussel, waar de huizen worden opgenomen als de archiefkelders van het denkbeeldig museum en de inwoners worden genoteerd als archivisten, met referenties aan André Malraux ‘s 'Musée Imaginaire' en uitspraken van kunstenaar Alighieri e Boetti. Hoe kan een boek over een openbaar plein een museale ervaring geven?
\
een samenwerking tussen: Tina Ameel, Roel Kerkhofs & Dear Reader - met de steun van: Vlaamse Overheid, Vlaamse Gemeenschapscommissie, Stad Brussel, Alain De Pauw fonds, LUCA School of Arts & KULeuven
\
 
\
Sarah Késenne - 'The Klau Mich show' (2012) van Dora Garcia
\
'The Klau Mich show' was een wekelijkse live tv-talkshow van kunstenares Dora Garcia die plaatsvond tijdens de 100 dagen van de internationale kunstmanifestatie Documenta (13) 2012, in het ‘Ständehaus’ in Kassel, onder de noemer ’Radicalism in society meets experiment on tv’.  Toeschouwers en deelnemers werden binnen deze ‘multistaging’ betrokken binnen een steeds uitbreidende en ontregelende discussie, als een vorm van narratieve inmenging.
\
 
\
De talk op donderdag 7 december is onderdeel van het programma TOT IN DE STAD, een samenwerking tussen Vooruit (Stadsatelier), LUCA (Onderzoeksgroep Art, Space & Context), KASK (Atelier Autonome Vormgeving), De Koer en PILOOT.co. Gedurende vijf avonden in het seizoen 2017-2018 worden op locatie kunstprojecten gepresenteerd die vorm krijgen in de stad, in het publieke domein van Gent.","do 07.12 - 19:00 Campus Sint-Lucas Beeldende Kunst Gent (routebeschrijving)
\
talk / #stadsatelier / #thinkVooruit 
\
gratis","Debat / Gesprek,#Stadsatelier,Talk",12712,17083676929-1506010677
Tot in de Stad #4,KASK Autonome Vormgeving,\N,,\N,12714,17169452033-1506010950
Tot in de Stad #5,De Koer,\N,,\N,12716,17192248577-1506011009
Anti Maffia Talks,,"“Parlate di mafia. Parlatene alla radio, in televisione, sui giornali. Però parlatene!” Praat over de maffia. Praat erover op de radio, op de televisie, in de kranten. Maar praat er toch over!
\
(Paolo Borsellino, onderzoeksrechter vermoord door Cosa Nostra)
\
 
\
Anti-Maffia Talks: pakkende getuigenissen over de strijd tegen de maffia 
\
Aansluitend op The Wild Brunch met lekkere en eerlijke producten van Libera Terra stellen we een programma voor over maffia en anti-maffia-bewegingen in de 21ste eeuw. 
\

\
 Om 14:00 verwelkomen we de bezieler en  voorzitter van Libera, don Luigi Ciotti. In een interview met journaliste en Italië-kenner Ine Roox vertelt hij over de ethische, sociale en culturele strijd die hij sedert 1995 met zijn vereniging voert tegen de georganiseerde misdaad. Don Ciotti gaat dieper in op de geschiedenis van de Italiaanse anti-maffia-beweging en op de grootste uitdagingen voor de toekomst.
\
Aansluitend (15:15) voert het filmmakerscollectief Cinemovel je met de live performance 'Mafia Liquida' mee doorheen de geschiedenis en de beeldvorming van de Italiaanse maffia. Dit doen ze met film- en geluidsfragmenten, inkttekeningen en stripverhalen. 
\

\
Om 16:00 spreekt onderzoekster Sarah Vantorre met experten over waarom ook wij in West-Europa ons bewust moeten zijn van het fenomeen maffia. Het panel bestaat uit Salvatore di Rosa en Mario Portanova, twee onderzoeksjournalisten die de groeiende verspreiding van de maffia’s tot ver voorbij de grenzen van Italië hebben gevolgd. Daarnaast zorgt panellid Giulia Baruzzo als coördinator van LIBERA International dat de anti-maffia-cultuur in Europa en Latijns-Amerika wordt verspreid.
\

\
    14:00 - 15:00 - Interview met Don Ciotti door Ine Roox
\
    15:00 - 15:15 - pauze
\
    15:15 - 16:00 - Audiovisueel spektakel ‘Mafia Liquida’ door Cinemovel
\
    16:00 - 17:00 - Rondetafelgesprek gemodereerd door Sarah Vantorre met:
\
    
\
        Salvatore Di Rosa
\
        Giulia Baruzzo
\
        Mario Portanova
\
    
\
    
\

\
 
\
Libera & Libera Terra
\
De organisatie Libera (letterlijk: “vrij”), ontstaan in 1995, coördineert de inspanningen van verschillende Italiaanse organisaties die zich inzetten in de strijd tegen de georganiseerde misdaad. In 1996 diende Libera-voorzitter don Luigi Ciotti eigenhandig aan het Italiaanse parlement het wetsvoorstel in waarmee een miljoen Italianen vroegen om een sociale herbestemming van in beslag genomen bezittingen van de Italiaanse maffia’s. Deze herbestemming vertaalt zich vandaag onder meer in de producten van Libera Terra (“vrije grond”), een vereniging van sociale landbouwcoöperaties die in Zuid-Italië gronden bewerken die ooit toebehoorden aan maffiabazen. Op deze manier wordt de grond teruggegeven aan de gemeenschap, die zo een sociaal rechtvaardig en ethisch verantwoord economisch systeem bevorderen. Hun biologische spaghetti worden al jarenlang bereid in het Vooruit Café.
\
 
\
Antico Sapore
\
Antico Sapore voert biologische Siciliaanse producten in en verdeelt die aan winkels en restaurants. Door de verkoop van deze voedingsproducten wil het bedrijfje zorgen voor een zo positief mogelijke sociaal-economische impact van de coöperaties en producenten waarmee het samenwerkt. Daarnaast wil het mensen sensibiliseren rond de anti-maffiastrijd in Italië en de smaak van de legaliteit.
\
 
\
Don Luigi Ciotti
\
Don Luigi Ciotti (1945) is een Italiaanse priester die sterk betrokken is in de strijd tegen de georganiseerde misdaad zoals de maffia. Zijn sociale werk startte in 1966 wanneer hij de groep Abele startte met een focus op het helpen van drugverslaafden. Op 25 maart 1995 stichtte hij de organisatie Libera, die de inspanningen van verschillende Italiaanse organisaties tegen de georganiseerde misdaad coördineert.
\
 
\
Ine Roox
\
Ine Roox (1977) is journaliste bij de krant de Standaard. Ze studeerde vertaalkunde en journalistiek in Antwerpen en Italiaanse taal- en letterkunde in Padua. Ze is auteur van het boek ""Italië, de schaduwkant van een zonovergoten land"" waarin ze aan de hand van vijftien verhalen een genuanceerd en rijkgeschakeerd beeld van Italië schetst. Italië is haar emotioneel vaderland.
\
 
\
Cinemovel foundation
\
De Cinemovel foundation is een rondtrekkend filmmakerscollectief dat cinema op verplaatsing organiseert als instrument van kennisuitwisseling en van sensibilisering rond maatschappelijke kwesties. Zo brengen ze met “Mafia Liquida” een audiovisueel spektakel rond de geschiedenis en de beeldvorming van de Italiaanse maffia’s, aan de hand van onder andere film- en geluidsfragmenten, inkttekeningen en stripverhalen.
\
 
\

\
    Sarah Vantorre (Antwerpen, 1988) studeerde Italiaanse Taal- en Letterkunde en Cultuurmanagement aan de Universiteit Antwerpen. In 2016 verdedigde zij aan dezelfde universiteit een doctoraat over het werk van Giuseppe Fava, een Siciliaanse journalist, theatermaker en romanschrijver die in 1984 vermoord werd door Cosa Nostra. Momenteel werkt ze samen met Ossigeno per l’informazione, een ngo die onderzoek doet naar intimidaties jegens Italiaanse journalisten.
\

\

\
    Salvatore di Rosa (Apeldoorn, 1972) was gedurende lange tijd onderzoeksjournalist en schreef onder meer voor HUMO, Apache.be en EOS. Samen met collega-journalist Raf Sauviller publiceerde hij Zwarte Diamant (Van Halewyck, 2014) en Maffia (Manteau, 2016).
\

\

\
    Giulia Baruzzo (Latisana, 1987) studeerde internationale betrekkingen en diplomatie aan de universiteit van Trieste. Als vertegenwoordiger van LIBERA in Europe, de internationale tak van anti-maffiaorganisatie LIBERA, is ze verantwoordelijk voor de coördinatie van het netwerk van lokale Europese anti-maffiaverenigingen. Sedert vijf jaar volgt ze bovendien de activiteiten op van het anti-maffianetwerk América Latina Alternativa Social (ALAS), een project van LIBERA in Latijns-Amerika.
\

\

\
    Mario Portanova (Milaan, 1967) is vice-hoofdredacteur bij de Italiaanse online krant Il Fatto Quotidiano. Bij diezelfde krant coördineert hij het diepgravende maandblad FQ Millennium en het project United Mafias of Europe. Als onderzoeksjournalist gaat zijn interesse voornamelijk uit naar de verspreiding van de Italiaanse maffia’s voorbij hun traditionele territoria. Hij is auteur van het boek Maffia in Milaan. Zestig jaar zaken en criminaliteit, dat in 2011 werd uitgegeven door Melampo.
\","zo 03.12 - 14:00 Theaterzaal
\
talk / debat / performance
\
€5
\
 
\
voorafgaand aan de Anti-Maffia Talks kan je aanschuiven voor The Wild Brunch: The Italian Edition, een Italiaanse brunch (vanaf 11:00 in het Vooruitcafé) met verrassende culinaire en artistieke experimenten. Info & tickets",Debat / Gesprek,12718,4819321857-1494404393
